age,job,marital,education,balance,housing,loan,month,duration,campaign,pdays,previous,poutcome,deposit
31,1,2,1,1205,1,0,0,462,1,328,2,1,0
44,9,2,1,365,1,0,8,169,2,-1,0,3,0
50,0,1,1,-1415,0,0,1,358,2,-1,0,3,0
39,0,2,1,223,0,0,3,277,1,-1,0,3,0
41,4,1,2,1897,1,0,8,335,3,-1,0,3,0
33,4,1,2,22867,1,0,1,73,1,440,2,0,0
40,3,1,1,949,0,0,1,182,1,-1,0,3,0
42,7,1,1,1165,1,0,8,485,6,-1,0,3,0
37,4,0,1,1655,1,0,8,178,1,175,2,0,0
56,1,1,3,260,1,0,5,250,2,-1,0,3,0
49,1,0,0,0,1,0,5,468,2,-1,0,3,0
35,2,2,2,-880,0,1,5,77,3,-1,0,3,0
41,4,0,2,107,1,0,5,122,17,-1,0,3,0
52,1,1,0,1624,0,0,6,114,3,-1,0,3,0
33,9,2,2,1257,1,0,5,66,1,-1,0,3,0
40,0,2,3,355,1,0,0,345,2,138,6,1,0
44,1,0,1,579,1,0,8,198,2,-1,0,3,0
39,1,1,1,1403,0,0,8,214,8,326,2,0,0
39,1,1,0,-176,0,0,5,176,1,-1,0,3,0
28,4,2,1,-513,0,1,5,95,8,-1,0,3,0
45,9,2,1,586,0,1,5,32,3,-1,0,3,0
63,5,0,0,1840,0,0,7,71,3,-1,0,3,0
32,9,2,2,720,0,0,1,234,4,-1,0,3,0
28,1,2,1,97,1,0,8,67,1,-1,0,3,0
36,4,2,2,13,0,1,9,106,1,-1,0,3,0
34,0,0,1,140,1,0,8,81,2,365,1,0,0
45,1,1,1,521,1,0,6,259,3,-1,0,3,0
30,1,1,1,364,1,1,3,331,1,-1,0,3,0
59,1,1,0,416,0,0,6,92,3,-1,0,3,0
54,3,1,0,3304,0,1,5,90,7,-1,0,3,0
47,11,1,3,1880,0,0,6,64,2,-1,0,3,0
41,0,2,2,982,0,0,5,105,1,-1,0,3,0
35,9,0,1,0,0,0,1,124,4,-1,0,3,0
38,7,1,1,173,1,0,8,130,2,-1,0,3,0
36,9,1,2,911,1,1,8,275,3,-1,0,3,0
39,0,2,3,0,1,0,8,62,1,-1,0,3,0
48,4,0,3,549,1,0,8,427,1,-1,0,3,0
42,1,1,0,704,1,1,5,88,10,-1,0,3,0
24,1,2,1,476,1,0,6,161,1,-1,0,3,0
57,5,1,1,3738,1,0,0,220,1,367,7,2,0
35,11,1,0,634,0,0,5,185,2,-1,0,3,0
32,4,2,2,1134,0,0,1,85,4,-1,0,3,0
26,1,2,1,-128,0,1,5,392,2,-1,0,3,0
27,9,1,1,7102,1,0,8,141,9,-1,0,3,0
47,2,0,1,186,0,0,3,112,2,-1,0,3,0
32,1,2,0,1918,1,0,8,318,1,172,1,0,0
48,6,2,3,0,0,0,6,453,1,-1,0,3,0
43,1,1,0,250,1,0,8,144,5,342,16,0,0
30,8,2,2,31,1,0,8,23,1,-1,0,3,0
28,9,2,1,631,0,0,0,835,7,-1,0,3,0
32,4,1,2,62,1,0,8,166,1,-1,0,3,0
26,6,1,2,479,1,0,3,133,3,-1,0,3,0
38,1,2,1,1121,0,0,6,203,1,-1,0,3,0
30,7,2,3,138,1,0,0,187,1,-1,0,3,0
33,4,2,2,0,1,0,8,399,2,358,5,1,0
37,7,0,1,239,1,0,8,140,2,-1,0,3,0
47,4,1,2,866,0,0,6,7,7,-1,0,3,0
36,9,1,1,1466,1,0,8,441,1,-1,0,3,0
48,3,1,1,3570,0,0,6,58,2,-1,0,3,0
47,9,0,1,440,0,0,4,147,1,-1,0,3,0
34,2,2,2,714,1,0,8,166,4,-1,0,3,0
28,1,1,0,674,1,0,8,921,4,-1,0,3,0
54,3,1,0,127,0,0,1,176,4,-1,0,3,0
33,4,1,1,588,1,0,8,11,5,-1,0,3,0
41,2,0,2,-413,1,0,8,170,2,-1,0,3,0
41,0,2,1,882,1,1,8,145,2,-1,0,3,0
42,4,1,2,877,1,0,8,238,1,-1,0,3,0
32,0,1,1,337,0,0,8,51,3,368,1,0,0
47,6,1,2,192,0,0,5,120,6,-1,0,3,0
36,9,1,0,3350,1,0,0,86,1,269,3,1,0
34,4,1,2,99,0,1,3,264,2,-1,0,3,0
36,4,1,2,806,1,0,3,106,2,259,1,0,0
50,4,1,2,6739,1,0,5,68,3,-1,0,3,0
53,0,1,0,228,1,0,8,97,1,-1,0,3,0
49,1,1,0,-232,0,1,1,106,2,-1,0,3,0
39,9,2,1,556,1,0,8,322,1,-1,0,3,0
47,4,1,2,761,1,0,5,80,2,-1,0,3,0
57,5,1,0,207,1,0,8,193,1,-1,0,3,0
30,10,1,1,221,0,0,1,61,4,-1,0,3,0
54,0,1,1,865,1,0,9,71,1,-1,0,3,0
35,4,2,2,0,0,0,1,276,5,-1,0,3,0
47,9,0,1,1851,1,0,8,140,2,-1,0,3,0
38,2,1,1,-272,0,1,6,143,2,-1,0,3,0
40,0,1,1,367,1,0,3,89,1,274,1,0,0
51,1,1,0,0,0,0,9,85,1,-1,0,3,0
51,1,1,0,230,1,0,8,673,1,-1,0,3,0
57,3,1,0,0,0,0,1,189,2,-1,0,3,0
41,1,1,1,1954,0,0,9,65,1,110,2,2,0
31,2,2,1,379,1,0,5,570,2,-1,0,3,0
59,5,2,1,-341,0,1,5,94,3,-1,0,3,0
26,7,2,0,179,1,1,5,333,4,-1,0,3,0
41,9,1,2,13,0,0,6,189,2,-1,0,3,0
39,4,1,2,839,0,1,10,365,2,774,11,0,0
25,1,2,1,192,0,0,5,112,2,-1,0,3,0
33,4,2,2,576,0,0,8,220,1,111,2,1,0
35,4,2,2,643,1,0,8,322,1,-1,0,3,0
49,4,1,2,342,0,0,4,433,2,228,1,0,0
31,1,1,1,1329,1,1,8,134,1,-1,0,3,0
40,10,1,1,219,1,0,8,357,1,-1,0,3,0
32,4,1,2,141,1,0,8,78,3,89,9,2,0
42,1,1,0,402,0,0,8,31,7,330,17,0,0
33,9,1,2,8023,0,0,9,107,1,105,3,0,0
48,0,1,1,1131,0,1,8,49,1,-1,0,3,0
28,8,2,1,1925,0,0,3,139,1,93,3,2,0
43,1,2,0,0,0,0,8,71,3,-1,0,3,0
30,1,2,1,103,1,0,0,2053,2,317,1,1,0
41,0,1,1,1395,1,1,8,85,1,308,2,0,0
55,4,1,0,621,0,1,3,114,1,208,1,0,0
55,4,1,2,1161,1,0,9,8,6,-1,0,3,0
54,4,1,3,24,0,0,5,12,10,-1,0,3,0
55,5,1,0,2,0,0,6,392,4,-1,0,3,0
57,9,1,1,295,0,0,1,151,11,-1,0,3,0
27,1,2,1,-208,1,0,8,127,2,-1,0,3,0
28,4,1,2,258,0,1,0,93,1,-1,0,3,0
51,4,0,2,119,0,0,9,200,1,165,2,0,0
27,4,2,1,967,1,0,8,162,1,-1,0,3,0
40,1,0,1,-90,1,0,8,130,1,-1,0,3,0
56,5,1,1,0,0,0,4,413,2,-1,0,3,0
35,7,1,1,0,1,0,5,251,3,-1,0,3,0
47,2,0,1,392,1,1,9,125,1,-1,0,3,0
49,1,1,0,23,1,0,8,247,1,-1,0,3,0
35,4,2,2,2486,1,0,8,265,1,-1,0,3,0
50,0,0,1,81,0,1,9,64,1,-1,0,3,0
55,3,1,0,1563,1,0,9,128,2,-1,0,3,0
56,1,1,1,1602,1,0,8,427,1,-1,0,3,0
35,9,2,1,2144,1,0,8,188,2,-1,0,3,0
42,1,1,1,273,0,0,6,315,1,-1,0,3,0
34,1,1,0,455,1,0,6,372,3,-1,0,3,0
40,7,2,1,1038,0,0,6,741,1,-1,0,3,0
33,7,1,1,-384,1,0,5,125,1,-1,0,3,0
33,4,1,2,307,0,0,8,806,4,-1,0,3,0
59,5,0,1,93,0,0,8,193,2,-1,0,3,0
51,3,0,0,127,0,0,11,69,1,-1,0,3,0
47,7,1,1,-150,0,0,1,52,4,-1,0,3,0
48,4,1,2,20718,1,0,8,125,1,-1,0,3,0
31,0,2,2,-218,1,0,6,227,15,-1,0,3,0
39,1,1,1,5222,1,0,9,239,2,177,1,0,0
52,0,1,1,484,1,0,8,128,1,-1,0,3,0
28,9,2,2,75,1,1,8,233,2,-1,0,3,0
56,9,0,1,1480,1,1,3,576,1,-1,0,3,0
47,7,1,1,1111,0,0,6,415,4,-1,0,3,0
77,5,0,0,639,0,0,0,127,7,-1,0,3,0
39,1,2,1,29,1,0,8,214,2,-1,0,3,0
31,7,2,1,6374,1,0,8,922,2,-1,0,3,0
39,4,1,1,363,1,1,5,184,1,-1,0,3,0
32,1,1,0,-94,1,1,8,308,1,-1,0,3,0
59,0,1,1,92,1,0,8,139,2,350,1,0,0
42,11,1,3,222,0,0,1,80,16,-1,0,3,0
50,9,1,0,249,1,0,8,129,1,-1,0,3,0
44,7,1,1,1450,1,0,0,356,1,314,2,0,0
47,3,1,2,2290,0,0,0,54,1,-1,0,3,0
51,9,1,2,0,0,0,9,81,1,-1,0,3,0
34,9,1,1,1026,0,0,9,319,1,100,6,0,0
36,4,1,0,3953,1,0,9,277,1,-1,0,3,0
32,1,2,0,1426,1,0,9,114,1,-1,0,3,0
28,1,2,1,53,1,0,8,93,1,-1,0,3,0
34,4,1,2,160,1,1,5,130,1,-1,0,3,0
40,4,2,2,171,0,0,1,1241,3,-1,0,3,0
49,4,1,2,3237,1,0,8,232,3,-1,0,3,0
30,6,2,1,192,0,0,5,423,1,-1,0,3,0
56,6,1,2,0,0,0,9,122,1,-1,0,3,0
28,4,2,2,385,0,1,3,79,4,193,7,0,0
31,1,1,1,2591,1,0,9,55,1,-1,0,3,0
28,1,2,1,39,0,0,5,22,7,-1,0,3,0
53,9,1,0,44,0,0,6,256,1,-1,0,3,0
38,4,1,2,5432,1,1,0,707,1,149,2,0,0
54,5,0,2,349,1,0,8,176,2,175,1,0,0
36,4,2,2,20,1,0,0,766,2,150,3,1,0
60,5,0,2,381,1,0,0,208,2,344,4,0,0
40,4,1,1,4025,1,0,5,107,4,-1,0,3,0
50,0,2,1,167,0,1,5,201,3,-1,0,3,0
28,4,2,2,278,0,1,4,194,1,-1,0,3,0
33,1,1,1,263,1,0,8,206,3,-1,0,3,0
53,5,1,1,4968,0,0,8,109,1,87,2,0,0
38,9,1,1,581,1,0,8,79,1,-1,0,3,0
34,4,2,2,682,0,0,1,472,3,-1,0,3,0
41,11,1,3,779,0,0,5,647,10,-1,0,3,0
64,5,1,2,2139,0,0,10,632,2,-1,0,3,0
45,4,1,1,5888,1,0,8,45,5,-1,0,3,0
38,9,1,1,0,1,1,5,146,4,-1,0,3,0
57,4,1,2,3431,1,0,8,73,1,-1,0,3,0
34,4,1,2,188,0,0,8,399,1,-1,0,3,0
36,1,2,0,3214,1,0,6,124,2,-1,0,3,0
30,0,1,1,873,1,0,9,119,1,167,3,2,0
32,1,1,1,-32,1,0,8,145,1,-1,0,3,0
42,1,1,1,1958,1,0,8,124,3,-1,0,3,0
35,0,1,1,76,0,1,6,107,1,-1,0,3,0
42,9,1,1,1013,0,1,1,117,8,-1,0,3,0
50,2,1,1,2731,0,0,1,111,2,-1,0,3,0
38,4,1,1,93,0,0,5,515,2,-1,0,3,0
38,6,1,1,173,0,0,1,205,4,-1,0,3,0
55,4,1,0,384,0,0,3,75,1,-1,0,3,0
60,3,1,3,491,0,0,1,503,4,-1,0,3,0
33,4,1,2,728,1,0,1,275,5,-1,0,3,0
30,9,2,1,411,1,0,0,948,1,-1,0,3,0
30,4,2,2,265,0,0,9,295,1,93,3,2,0
51,4,1,2,-3,0,0,1,79,2,-1,0,3,0
37,4,1,2,586,1,0,5,141,2,-1,0,3,0
37,1,1,0,-196,1,0,8,166,2,-1,0,3,0
45,1,1,0,700,1,0,8,29,4,-1,0,3,0
37,1,1,1,-67,0,0,3,157,1,-1,0,3,0
48,4,1,2,1600,0,0,9,448,1,-1,0,3,0
42,7,1,1,508,1,0,8,70,1,-1,0,3,0
49,9,1,0,486,0,0,5,229,5,-1,0,3,0
36,4,2,2,243,1,0,8,160,2,360,3,0,0
54,6,1,1,203,1,0,5,238,8,-1,0,3,0
52,4,1,2,1944,1,0,0,238,3,323,2,0,0
30,4,1,2,882,0,0,1,102,6,-1,0,3,0
37,1,1,1,2924,0,0,5,74,2,-1,0,3,0
31,10,1,1,20,0,0,9,52,1,-1,0,3,0
26,0,1,1,1417,1,0,6,60,3,-1,0,3,0
51,0,0,1,340,1,0,8,186,1,-1,0,3,0
34,7,2,1,4062,1,1,8,29,1,-1,0,3,0
26,1,1,0,133,0,1,5,57,3,-1,0,3,0
32,4,2,2,0,1,1,9,107,2,-1,0,3,0
38,7,1,1,8876,0,0,3,280,1,75,1,0,0
52,0,1,1,423,1,1,10,139,2,96,7,0,0
44,4,1,2,58,1,0,5,72,3,-1,0,3,0
31,7,1,1,5,1,0,8,216,1,-1,0,3,0
38,7,1,0,175,0,0,6,132,2,-1,0,3,0
32,3,1,0,1349,1,0,1,132,2,-1,0,3,0
41,1,1,0,6596,1,0,9,88,1,-1,0,3,0
48,4,1,2,1741,1,1,9,40,1,-1,0,3,0
29,1,1,0,25,1,0,6,188,2,-1,0,3,0
41,4,1,2,0,1,0,8,161,1,-1,0,3,0
49,4,1,2,4374,1,0,5,68,3,-1,0,3,0
40,4,1,2,16,0,1,3,47,4,-1,0,3,0
27,4,2,2,574,1,0,8,196,3,-1,0,3,0
45,1,2,1,615,1,0,8,133,1,-1,0,3,0
48,2,0,2,0,1,1,6,139,1,-1,0,3,0
31,7,1,1,395,0,0,5,174,3,-1,0,3,0
45,1,1,0,678,0,0,1,104,3,-1,0,3,0
43,3,1,0,25,0,0,1,121,2,-1,0,3,0
31,0,2,1,626,1,0,8,211,1,-1,0,3,0
37,4,1,2,165,0,0,1,315,1,83,1,1,0
38,6,1,1,746,0,0,6,256,3,-1,0,3,0
29,7,1,1,376,0,1,4,49,3,183,4,0,0
28,1,1,0,-55,1,0,8,361,2,-1,0,3,0
55,3,0,0,0,0,0,6,398,2,-1,0,3,0
27,9,0,1,21,1,0,8,336,1,356,1,0,0
43,6,1,2,3003,0,0,1,358,3,-1,0,3,0
29,4,2,2,92,0,0,6,101,1,92,5,2,0
52,9,0,1,511,0,1,1,98,4,-1,0,3,0
33,7,1,0,6904,0,0,9,114,2,-1,0,3,0
27,7,2,1,795,0,0,3,101,3,-1,0,3,0
27,9,2,1,0,0,0,3,161,1,-1,0,3,0
31,4,1,2,166,0,0,1,392,6,-1,0,3,0
31,6,1,1,157,1,0,8,285,1,-1,0,3,0
45,9,0,1,0,0,0,1,64,2,-1,0,3,0
34,9,2,1,0,0,0,1,195,6,-1,0,3,0
48,4,0,2,174,0,0,1,290,2,-1,0,3,0
47,1,1,1,1536,1,0,0,41,1,301,4,1,0
49,7,1,1,1114,0,0,9,283,1,-1,0,3,0
55,5,0,2,816,0,0,9,113,3,-1,0,3,0
51,4,2,2,1202,1,0,9,99,1,-1,0,3,0
37,4,2,2,600,1,0,9,116,2,196,1,0,0
33,9,0,1,6,0,0,1,239,2,-1,0,3,0
33,1,1,3,2655,1,0,9,195,1,-1,0,3,0
29,4,2,2,499,1,0,8,338,1,-1,0,3,0
57,3,0,0,0,0,0,6,97,1,-1,0,3,0
60,5,1,1,197,0,0,10,1386,1,-1,0,3,0
51,3,1,0,289,0,0,8,97,5,-1,0,3,0
45,9,2,2,5336,0,0,8,99,2,-1,0,3,0
45,0,1,1,434,0,0,1,76,4,-1,0,3,0
39,4,1,2,691,1,1,0,517,1,255,1,0,0
25,1,2,1,-250,1,0,8,456,1,-1,0,3,0
47,1,1,1,3696,1,0,9,635,3,170,2,0,0
34,1,1,1,2595,1,1,0,126,1,336,2,1,0
40,10,1,1,1077,1,1,9,148,2,-1,0,3,0
48,1,0,1,501,1,0,8,12,5,-1,0,3,0
39,9,2,2,21,1,0,8,58,1,-1,0,3,0
38,7,1,1,797,1,0,0,62,4,-1,0,3,0
32,7,2,1,1659,1,0,8,120,6,-1,0,3,0
27,2,1,1,97,1,1,8,13,3,-1,0,3,0
47,1,1,0,2,1,1,9,661,4,190,1,0,0
40,4,1,2,384,0,0,0,200,3,327,2,0,0
41,9,1,2,63,0,0,1,36,3,-1,0,3,0
40,0,1,1,1327,1,1,8,76,2,-1,0,3,0
39,1,1,1,284,1,1,0,1426,2,318,6,0,0
45,9,1,1,3395,1,0,9,92,1,188,1,0,0
31,7,2,1,2038,1,0,8,148,1,-1,0,3,0
27,0,2,1,15,0,1,5,177,1,-1,0,3,0
56,1,2,1,1187,1,0,3,47,2,-1,0,3,0
39,0,1,1,3047,1,0,8,279,1,370,2,0,0
52,4,1,2,11650,1,0,9,48,1,-1,0,3,0
58,4,2,2,1387,1,0,8,174,5,-1,0,3,0
48,9,2,2,0,0,0,6,73,4,-1,0,3,0
33,1,2,1,1387,0,0,3,185,1,-1,0,3,0
38,7,0,1,446,1,0,6,373,4,-1,0,3,0
42,9,2,1,275,0,0,1,31,8,-1,0,3,0
36,4,0,1,1655,1,0,9,155,2,-1,0,3,0
35,9,2,1,196,1,0,9,318,1,-1,0,3,0
45,9,2,2,0,0,0,1,87,4,-1,0,3,0
51,9,1,1,1327,0,0,5,21,2,-1,0,3,0
43,3,1,0,0,1,0,1,152,3,-1,0,3,0
45,9,0,2,206,0,0,1,376,4,-1,0,3,0
30,0,2,1,523,0,1,6,136,3,101,1,2,0
40,4,1,2,0,0,0,1,61,4,-1,0,3,0
56,7,1,0,444,1,0,6,432,1,-1,0,3,0
48,4,0,2,1401,1,0,6,72,3,-1,0,3,0
32,0,1,1,205,0,0,5,197,3,-1,0,3,0
47,0,2,1,3957,1,0,8,58,3,334,3,1,0
30,9,2,1,9645,0,1,1,130,10,-1,0,3,0
37,4,1,2,620,1,0,9,93,3,-1,0,3,0
52,1,2,1,1541,1,0,8,243,1,-1,0,3,0
49,5,1,0,-37,0,0,5,191,2,-1,0,3,0
53,4,1,2,-601,1,0,8,509,2,-1,0,3,0
53,7,1,1,197,1,0,0,307,1,-1,0,3,0
34,9,0,1,-276,1,0,8,175,3,-1,0,3,0
40,0,1,1,824,1,0,0,359,1,-1,0,3,0
39,7,1,1,636,1,0,8,15,1,-1,0,3,0
33,1,1,1,19,1,0,3,56,1,271,1,1,0
41,1,1,1,641,1,0,8,161,1,-1,0,3,0
31,4,2,2,2983,1,0,5,153,1,-1,0,3,0
45,7,0,1,0,1,1,9,173,1,192,1,0,0
23,0,2,1,252,1,0,8,56,1,-1,0,3,0
51,4,0,2,119,0,0,6,112,2,-1,0,3,0
34,4,2,2,171,1,0,8,191,1,294,1,0,0
36,4,1,2,0,1,0,8,145,2,-1,0,3,0
42,0,0,1,-249,1,0,5,149,3,-1,0,3,0
33,4,1,2,455,1,1,8,122,10,-1,0,3,0
46,4,1,1,10,1,0,5,122,7,-1,0,3,0
37,0,1,1,529,1,0,11,234,1,149,2,1,0
33,4,2,2,1859,1,0,4,1169,4,-1,0,3,0
30,0,2,1,613,1,0,0,180,2,302,1,0,0
53,9,0,1,751,1,0,8,343,4,-1,0,3,0
46,4,1,1,0,0,0,1,38,6,-1,0,3,0
35,4,1,2,1471,1,1,1,236,3,-1,0,3,0
36,9,2,1,7503,1,0,6,25,1,-1,0,3,0
46,9,1,1,68,1,1,6,87,3,-1,0,3,0
31,1,2,1,530,0,1,9,251,2,-1,0,3,0
52,4,1,2,1319,1,0,9,113,1,-1,0,3,0
48,0,2,1,479,1,1,6,533,3,-1,0,3,0
45,1,1,0,360,0,0,6,98,2,-1,0,3,0
36,4,2,2,2163,0,0,6,317,1,-1,0,3,0
53,5,1,0,136,1,0,8,267,2,-1,0,3,0
35,4,1,2,-196,1,0,5,216,2,-1,0,3,0
44,4,1,2,4087,1,0,8,457,5,-1,0,3,0
38,4,1,2,1354,1,0,4,50,2,-1,0,3,0
44,1,1,0,2,0,1,5,46,2,-1,0,3,0
51,3,1,3,2337,1,0,8,133,2,41,5,2,0
32,9,2,2,514,1,1,8,138,1,168,1,0,0
59,1,1,0,6212,1,0,8,574,2,-1,0,3,0
31,4,2,2,424,0,1,1,224,2,-1,0,3,0
52,4,1,2,499,0,0,1,115,4,-1,0,3,0
26,9,1,2,8,1,1,8,262,2,-1,0,3,0
40,7,1,1,1305,0,0,5,255,1,-1,0,3,0
35,9,2,1,300,1,0,8,338,4,-1,0,3,0
54,0,1,0,976,1,0,6,137,3,-1,0,3,0
36,2,1,2,2700,0,0,3,99,3,-1,0,3,0
45,6,1,2,-497,1,1,9,260,1,-1,0,3,0
29,10,2,1,2424,0,0,3,93,1,-1,0,3,0
49,4,0,2,-2049,1,0,8,169,3,-1,0,3,0
52,7,1,1,2081,1,0,8,150,1,-1,0,3,0
52,4,1,1,189,0,0,1,90,2,-1,0,3,0
47,10,0,1,0,0,1,4,127,2,233,8,1,0
33,7,0,1,327,1,0,8,109,1,-1,0,3,0
30,9,2,1,426,1,0,9,127,4,111,6,0,0
52,6,0,1,1291,1,0,9,559,1,169,2,0,0
54,4,0,2,3473,1,0,1,306,2,-1,0,3,0
59,5,1,1,434,1,0,8,63,3,-1,0,3,0
35,4,1,2,105,1,0,8,36,1,365,3,0,0
29,1,1,1,975,1,0,8,265,2,-1,0,3,0
33,9,2,1,-479,0,0,1,235,1,-1,0,3,0
32,9,1,0,62,1,1,8,120,1,-1,0,3,0
50,1,1,0,0,0,0,6,199,4,-1,0,3,0
54,2,1,1,0,0,0,6,96,1,-1,0,3,0
49,9,2,1,1202,1,0,6,122,1,-1,0,3,0
39,0,2,1,2854,1,0,6,64,1,-1,0,3,0
34,4,2,2,9,0,0,5,439,2,-1,0,3,0
31,6,2,1,203,0,1,9,177,1,-1,0,3,0
46,9,0,2,0,1,0,1,249,5,-1,0,3,0
59,5,1,1,2467,0,0,9,972,2,-1,0,3,0
32,9,1,2,3850,1,0,0,63,4,-1,0,3,0
39,0,1,1,47,1,0,1,143,2,371,6,0,0
54,1,1,0,1895,1,0,0,345,1,-1,0,3,0
33,9,0,1,522,0,1,5,559,4,-1,0,3,0
59,1,1,1,-918,1,0,6,253,2,-1,0,3,0
28,1,2,1,-193,0,0,5,580,7,-1,0,3,0
48,1,1,1,48,1,1,8,144,1,-1,0,3,0
39,4,1,2,0,1,1,5,301,1,-1,0,3,0
41,9,1,1,201,0,1,5,53,8,-1,0,3,0
33,0,2,1,598,1,0,8,189,1,-1,0,3,0
37,4,1,0,1506,0,0,9,101,3,80,3,2,0
30,0,1,2,26,1,0,0,62,1,323,1,0,0
36,4,1,2,1582,0,0,3,26,2,197,1,0,0
53,1,0,0,559,0,0,3,16,5,-1,0,3,0
26,0,2,1,0,1,0,5,157,2,-1,0,3,0
59,5,1,0,-411,0,0,4,225,1,-1,0,3,0
44,1,2,1,36,1,0,8,712,1,-1,0,3,0
55,10,1,1,512,0,0,4,70,1,-1,0,3,0
26,1,2,1,786,1,1,8,103,5,-1,0,3,0
41,1,1,0,3658,1,0,0,268,1,330,1,0,0
28,4,2,2,-227,1,0,6,298,2,-1,0,3,0
40,4,1,2,423,1,0,5,134,24,-1,0,3,0
47,10,0,1,947,0,0,3,124,2,-1,0,3,0
39,7,1,0,324,1,0,8,340,2,312,4,0,0
38,1,1,1,0,1,0,6,254,1,-1,0,3,0
37,7,1,1,1694,1,1,4,404,2,251,6,0,0
36,1,1,1,2894,1,0,5,747,1,-1,0,3,0
53,4,1,1,2693,0,0,9,140,1,-1,0,3,0
47,9,1,1,644,0,0,4,54,3,160,13,0,0
28,4,2,2,185,0,0,4,651,2,-1,0,3,0
32,8,2,3,1583,1,0,8,57,1,-1,0,3,0
25,4,2,2,2399,1,0,6,193,2,-1,0,3,0
39,0,1,2,1322,1,0,11,157,3,486,1,1,0
60,5,1,1,194,0,1,5,61,5,-1,0,3,0
39,0,1,1,1221,0,0,6,97,1,-1,0,3,0
31,0,2,1,-302,1,1,8,235,5,-1,0,3,0
45,0,1,1,256,0,0,9,135,2,-1,0,3,0
36,9,2,1,0,0,1,1,109,14,-1,0,3,0
44,7,1,1,1335,1,0,5,94,5,-1,0,3,0
33,10,2,1,682,0,0,3,251,1,-1,0,3,0
31,4,1,2,0,0,0,1,76,2,-1,0,3,0
38,0,0,1,3834,1,0,0,363,2,327,1,0,0
50,6,1,1,5312,0,0,5,106,3,-1,0,3,0
40,4,0,3,4095,1,0,0,281,1,-1,0,3,0
33,9,1,1,0,0,0,1,78,2,-1,0,3,0
42,0,1,1,-1386,1,1,5,56,4,-1,0,3,0
42,4,2,2,525,0,0,1,127,2,-1,0,3,0
33,1,1,1,2,0,0,8,74,4,-1,0,3,0
40,9,1,3,0,0,1,5,161,1,-1,0,3,0
52,1,1,1,1500,0,1,6,109,3,-1,0,3,0
49,9,1,1,378,0,0,6,189,2,-1,0,3,0
30,4,2,2,552,1,0,1,648,2,-1,0,3,0
26,1,2,1,-84,1,1,5,63,5,-1,0,3,0
40,4,1,1,-240,0,1,8,160,3,-1,0,3,0
30,1,1,1,501,1,1,8,514,1,-1,0,3,0
55,10,1,2,5345,0,0,8,278,1,-1,0,3,0
48,6,1,1,1559,0,0,2,520,3,133,3,0,0
28,9,2,2,0,1,0,0,217,2,-1,0,3,0
54,0,1,1,0,1,1,5,117,1,-1,0,3,0
36,4,1,1,1989,0,0,6,344,2,-1,0,3,0
34,0,2,1,598,1,0,0,365,1,324,1,0,0
39,3,1,2,94,0,0,1,181,2,-1,0,3,0
66,5,1,1,3473,0,0,0,441,2,-1,0,3,0
42,1,1,1,349,1,0,0,226,2,-1,0,3,0
55,5,1,0,3876,0,0,9,54,1,-1,0,3,0
85,5,1,3,1934,0,0,4,140,1,-1,0,3,0
63,3,1,1,2,0,0,3,45,2,93,1,2,0
37,0,2,1,9,1,0,8,165,1,-1,0,3,0
24,7,2,1,11,1,0,6,114,4,-1,0,3,0
34,9,2,1,60,0,0,1,274,2,-1,0,3,0
28,4,2,2,882,0,1,5,107,2,-1,0,3,0
58,5,0,2,499,1,1,4,181,1,-1,0,3,0
49,3,0,0,198,1,0,8,205,3,-1,0,3,0
31,1,2,1,2093,0,0,5,103,1,-1,0,3,0
56,5,1,1,74,1,0,8,152,2,-1,0,3,0
43,7,1,1,1220,0,0,5,307,2,-1,0,3,0
32,1,2,1,1342,1,0,8,109,2,-1,0,3,0
55,1,1,3,6134,0,0,1,127,2,-1,0,3,0
55,3,1,0,3680,0,0,6,131,1,-1,0,3,0
31,1,1,0,605,1,0,8,334,10,-1,0,3,0
49,4,1,1,104,1,0,8,285,1,-1,0,3,0
41,0,1,1,683,0,1,9,77,1,-1,0,3,0
56,5,0,0,48,1,0,8,132,2,-1,0,3,0
50,1,0,0,15,1,0,8,173,2,350,7,0,0
37,9,2,1,6714,1,0,8,90,1,-1,0,3,0
35,1,1,0,623,1,0,8,97,2,-1,0,3,0
52,3,1,1,234,0,0,9,208,1,-1,0,3,0
33,9,1,2,599,1,0,1,461,2,-1,0,3,0
42,4,1,2,9916,1,0,9,306,1,-1,0,3,0
33,0,2,1,3160,0,0,6,719,13,-1,0,3,0
35,0,2,1,0,1,0,8,376,3,-1,0,3,0
28,8,2,2,2306,0,0,10,140,2,-1,0,3,0
41,0,0,1,2550,1,0,8,894,2,347,2,0,0
44,1,1,1,701,0,1,5,269,2,-1,0,3,0
26,9,2,1,3244,0,0,3,141,1,5,1,0,0
40,4,2,2,402,1,0,8,243,3,-1,0,3,0
37,4,1,2,6014,1,0,5,163,6,-1,0,3,0
33,1,1,1,-81,1,0,4,339,2,-1,0,3,0
36,0,1,1,898,0,0,5,118,5,-1,0,3,0
28,10,1,1,863,1,1,8,355,1,-1,0,3,0
37,6,2,0,235,1,0,0,191,4,323,9,0,0
32,9,2,1,12,0,0,1,173,2,-1,0,3,0
49,1,1,1,298,1,0,0,264,2,86,3,0,0
36,1,1,1,3463,1,0,9,29,4,-1,0,3,0
